word	POS	label	negative	neutral	positive
G-acho	other	neutral	0.002	0.998	0
G-acordar	other	neutral	0.002	0.998	0
G-ada	other	neutral	0.001	0.998	0.001
G-ae	other	neutral	0	0.998	0.002
G-afim	other	neutral	0.002	0.998	0
G-agora	other	neutral	0	0.998	0.002
G-agr	other	positive	0	0.001	0.999
G-ah)�Â�¬�â��¥	other	negative	0.999	0.001	0
G-ai	other	neutral	0	0.998	0.002
G-ainda	other	neutral	0.002	0.998	0
G-aja	other	neutral	0	0.998	0.002
G-ak	other	neutral	0.002	0.998	0
G-aka	other	positive	0	0.001	0.999
G-akhirnya	other	neutral	0	0.998	0.002
G-ako	other	neutral	0	0.998	0.002
G-aku	other	negative	0.999	0.001	0
G-al	other	neutral	0	0.998	0.002
G-als	other	neutral	0	0.998	0.002
G-ama	other	neutral	0	0.998	0.002
G-amanha	other	neutral	0	0.998	0.002
G-amanh�â���Â�£	other	neutral	0	0.998	0.002
G-amiga	other	neutral	0.002	0.998	0
G-amo	other	neutral	0.002	0.998	0
G-amor	other	negative	0.999	0.001	0
G-ang	other	neutral	0	0.998	0.002
G-ano	other	neutral	0.002	0.998	0
G-apa	other	neutral	0	0.998	0.002
G-aq	other	neutral	0	0.998	0.002
G-aqui	other	neutral	0	0.998	0.002
G-arrumar	other	neutral	0	0.998	0.002
G-assim	other	neutral	0.002	0.998	0
G-assistir	other	neutral	0	0.998	0.002
G-at�â���Â�©	other	neutral	0.002	0.998	0
G-au	other	neutral	0.002	0.998	0
G-aula	other	neutral	0	0.998	0.002
G-a�â���â�� 	other	positive	0	0.011	0.989
G-ba	other	neutral	0	0.998	0.002
G-bagus	other	neutral	0	0.998	0.002
G-baik	other	positive	0	0.001	0.999
G-banget	other	neutral	0.002	0.998	0
G-banho	other	neutral	0	0.998	0.002
G-banyak	other	neutral	0	0.998	0.002
G-baru	other	neutral	0.002	0.998	0
G-bem	other	positive	0	0.001	0.999
G-besok	other	neutral	0	0.998	0.001
G-bgt	other	negative	0.999	0.001	0
G-bisa	other	neutral	0.002	0.998	0
G-bjs	other	neutral	0	0.998	0.002
G-bom	other	positive	0	0.001	0.999
G-br	other	neutral	0.002	0.998	0
G-bsk	other	neutral	0.002	0.998	0
G-btw	other	positive	0	0.001	0.999
G-bu	other	neutral	0	0.998	0.002
G-buat	other	neutral	0	0.998	0.002
G-c	other	neutral	0.002	0.998	0
G-cara	other	neutral	0.002	0.998	0
G-casa	other	neutral	0	0.998	0.002
G-cedo	other	neutral	0.002	0.998	0
G-ch	other	neutral	0.002	0.998	0
G-chegar	other	neutral	0	0.998	0.002
G-coisa	other	neutral	0.002	0.998	0
G-como	other	neutral	0	0.998	0.002
G-d	other	positive	0	0.001	0.999
G-dah	other	neutral	0	0.998	0.002
G-dar	other	neutral	0	0.998	0.002
G-dari	other	neutral	0	0.998	0.002
G-daw	other	neutral	0	0.998	0.002
G-de	other	neutral	0	0.998	0.002
G-deh	other	neutral	0	0.998	0.002
G-demais	other	neutral	0.002	0.998	0
G-depois	other	neutral	0	0.998	0.002
G-deu	other	negative	0.997	0.003	0
G-di	other	neutral	0	0.998	0.002
G-dia	other	neutral	0	0.998	0.002
G-dirigindo	other	neutral	0	0.998	0.002
G-dong	other	neutral	0	0.998	0.002
G-dor	other	negative	0.999	0.001	0
G-dormir	other	neutral	0.002	0.998	0
G-dos	other	neutral	0	0.998	0.002
G-du	other	neutral	0	0.998	0.002
G-dulu	other	neutral	0	0.998	0.002
G-dw	other	neutral	0	0.998	0.002
G-e	other	neutral	0	0.998	0.002
G-ee	other	neutral	0	0.998	0.002
G-een	other	neutral	0	0.998	0.002
G-eh	other	neutral	0	0.998	0.002
G-el	other	neutral	0	0.998	0.002
G-ela	other	neutral	0.002	0.998	0
G-ele	other	negative	0.999	0.001	0
G-emang	other	neutral	0	0.998	0.002
G-en	other	neutral	0	0.998	0.002
G-enak	other	neutral	0	0.998	0.002
G-entrar	other	neutral	0.002	0.998	0
G-entro	other	neutral	0	0.998	0.002
G-er	other	neutral	0	0.998	0.002
G-es	other	positive	0	0.001	0.999
G-escola	other	neutral	0.001	0.998	0.001
G-esperando	other	neutral	0	0.998	0.002
G-essa	other	neutral	0.002	0.998	0
G-esse	other	neutral	0.002	0.998	0
G-esta	other	neutral	0	0.998	0.002
G-estou	other	neutral	0	0.998	0.002
G-estudar	other	neutral	0.002	0.998	0
G-etc	other	neutral	0	0.998	0.002
G-eu	other	neutral	0	0.998	0.002
G-f	other	neutral	0.002	0.998	0
G-fala	other	neutral	0.002	0.998	0
G-falar	other	neutral	0.002	0.998	0
G-falta	other	negative	0.999	0.001	0
G-faz	other	negative	0.999	0.001	0
G-fazer	other	neutral	0.001	0.998	0.001
G-feliz	other	positive	0	0.001	0.999
G-ff	other	neutral	0	0.998	0.002
G-fica	other	neutral	0	0.998	0.002
G-ficar	other	negative	0.999	0.001	0
G-filme	other	neutral	0	0.998	0.002
G-fiz	other	neutral	0.002	0.998	0
G-foi	other	neutral	0	0.998	0.002
G-foto	other	neutral	0.002	0.998	0
G-fui	other	neutral	0.002	0.998	0
G-g	other	neutral	0	0.998	0.002
G-ga	other	negative	0.999	0.001	0
G-gak	other	neutral	0.055	0.945	0
G-gente	other	neutral	0	0.998	0.002
G-gm	other	neutral	0	0.998	0.002
G-gua	other	neutral	0.002	0.998	0
G-gue	other	negative	0.999	0.001	0
G-gw	other	neutral	0.002	0.998	0
G-h	other	neutral	0	0.998	0.002
G-hari	other	neutral	0	0.998	0.002
G-het	other	neutral	0	0.998	0.002
G-hj	other	neutral	0.002	0.998	0
G-hoje	other	neutral	0.002	0.998	0
G-hora	other	neutral	0	0.998	0.002
G-ia	other	neutral	0.002	0.998	0
G-ich	other	positive	0	0.001	0.999
G-ie	other	neutral	0.002	0.998	0
G-ik	other	neutral	0	0.998	0.002
G-il	other	positive	0	0.001	0.999
G-iloveyou	other	positive	0	0.001	0.999
G-ily	other	neutral	0	0.998	0.002
G-indo	other	neutral	0	0.998	0.002
G-ini	other	neutral	0	0.998	0.002
G-ir	other	negative	0.999	0.001	0
G-isso	other	neutral	0.002	0.998	0
G-ist	other	neutral	0	0.998	0.002
G-itu	other	neutral	0	0.998	0.002
G-iya	other	neutral	0	0.998	0.002
G-iyaa	other	neutral	0	0.998	0.002
G-j	other	neutral	0	0.998	0.002
G-ja	other	neutral	0	0.998	0.002
G-jadi	other	neutral	0	0.998	0.002
G-jd	other	neutral	0	0.998	0.002
G-je	other	positive	0	0.001	0.999
G-jg	other	neutral	0	0.998	0.002
G-jgn	other	neutral	0	0.998	0.002
G-jk	other	positive	0	0.001	0.999
G-jogar	other	neutral	0	0.998	0.002
G-juga	other	neutral	0	0.998	0.002
G-j�â���Â�°	other	neutral	0	0.998	0.002
G-k	other	positive	0	0.001	0.999
G-ka	other	positive	0	0.001	0.999
G-kak	other	neutral	0	0.998	0.002
G-kalo	other	neutral	0	0.998	0.002
G-kamu	other	neutral	0.002	0.998	0
G-kan	other	neutral	0	0.998	0.002
G-kangen	other	negative	0.999	0.001	0
G-kasi	other	neutral	0.002	0.998	0
G-kaya	other	neutral	0	0.998	0.002
G-ke	other	neutral	0	0.998	0.002
G-kita	other	neutral	0	0.998	0.002
G-klo	other	neutral	0	0.998	0.002
G-ko	other	neutral	0	0.998	0.002
G-kok	other	neutral	0	0.998	0.002
G-ku	other	neutral	0.002	0.998	0
G-l	other	neutral	0	0.998	0.002
G-la	other	neutral	0	0.998	0.002
G-laa	other	neutral	0	0.998	0.002
G-lagi	other	neutral	0.002	0.998	0
G-lagu	other	neutral	0	0.998	0.002
G-lang	other	positive	0	0.001	0.999
G-le	other	neutral	0.002	0.998	0
G-ler	other	neutral	0.002	0.998	0
G-lg	other	neutral	0.002	0.998	0
G-liat	other	neutral	0.002	0.998	0
G-lindo	other	neutral	0	0.998	0.002
G-lo	other	neutral	0	0.998	0.002
G-loh	other	neutral	0	0.998	0.002
G-loveyou	other	positive	0	0.001	0.999
G-lu	other	neutral	0	0.998	0.002
G-l�â���Â�°	other	neutral	0	0.998	0.002
G-m	other	neutral	0	0.998	0.002
G-m/	other	positive	0	0.001	0.999
G-ma	other	neutral	0	0.998	0.002
G-mais	other	neutral	0	0.998	0.002
G-makan	other	neutral	0	0.998	0.002
G-makasih	other	positive	0	0.001	0.999
G-mal	other	negative	0.999	0.001	0
G-mas	other	neutral	0.002	0.998	0
G-mau	other	neutral	0.002	0.998	0
G-medo	other	negative	0.999	0.001	0
G-meh	other	negative	0.999	0.001	0
G-meio	other	neutral	0.002	0.998	0
G-melhor	other	positive	0	0.001	0.999
G-menos	other	neutral	0.002	0.998	0
G-mesmo	other	neutral	0.002	0.998	0
G-meu	other	neutral	0.012	0.988	0
G-meus	other	neutral	0.002	0.998	0
G-mga	other	neutral	0	0.998	0.002
G-mi	other	neutral	0.002	0.998	0
G-mim	other	negative	0.999	0.001	0
G-minha	other	neutral	0.002	0.998	0
G-mo	other	neutral	0	0.998	0.002
G-msh	other	negative	0.999	0.001	0
G-mt	other	negative	0.999	0.001	0
G-mto	other	neutral	0	0.998	0.002
G-mu	other	neutral	0	0.998	0.002
G-muita	other	negative	0.999	0.001	0
G-muito	other	neutral	0.002	0.998	0
G-mundo	other	negative	0.999	0.001	0
G-musica	other	neutral	0	0.998	0.002
G-muy	other	neutral	0	0.998	0.002
G-mw	other	neutral	0	0.998	0.002
G-m�â���Â�£e	other	negative	0.999	0.001	0
G-m�â���â��«sica	other	neutral	0	0.998	0.002
G-na	other	neutral	0	0.998	0.002
G-naar	other	neutral	0	0.995	0.005
G-nada	other	negative	0.999	0.001	0
G-naman	other	neutral	0	0.998	0.002
G-nanti	other	neutral	0	0.998	0.002
G-nao	other	negative	0.999	0.001	0
G-ne	other	neutral	0.002	0.998	0
G-nem	other	negative	0.999	0.001	0
G-ng	other	neutral	0	0.998	0.002
G-nga	other	neutral	0	0.998	0.002
G-ni	other	neutral	0.002	0.998	0
G-niet	other	negative	0.999	0.001	0
G-nih	other	neutral	0.095	0.905	0
G-nog	other	neutral	0	0.998	0.002
G-noite	other	neutral	0	0.998	0.002
G-nonton	other	neutral	0.002	0.998	0
G-novo	other	positive	0	0.005	0.995
G-np	other	positive	0	0.001	0.999
G-ntar	other	neutral	0	0.998	0.002
G-ntn	other	neutral	0.002	0.998	0
G-nu	other	neutral	0	0.998	0.002
G-num	other	negative	0.801	0.199	0
G-nunca	other	negative	0.999	0.001	0
G-nw	other	negative	0.999	0.001	0
G-nya	other	neutral	0	0.998	0.002
G-n�â���Â�£o	other	negative	0.999	0.001	0
G-n�â���Â�©	other	neutral	0.002	0.998	0
G-o	other	neutral	0	0.998	0.002
G-o-o	other	neutral	0.002	0.998	0
G-omw	other	neutral	0	0.997	0.003
G-ontem	other	neutral	0.002	0.998	0
G-ook	other	neutral	0	0.998	0.002
G-op	other	neutral	0	0.998	0.002
G-ou	other	neutral	0	0.998	0.002
G-ouvindo	other	neutral	0	0.998	0.002
G-p	other	neutral	0.002	0.998	0
G-pa	other	neutral	0	0.998	0.002
G-pagi	other	neutral	0	0.998	0.002
G-pai	other	neutral	0.002	0.998	0
G-para	other	neutral	0	0.998	0.002
G-passar	other	neutral	0	0.998	0.002
G-pasti	other	neutral	0	0.998	0.002
G-pelo	other	neutral	0	0.998	0.002
G-pengen	other	negative	0.999	0.001	0
G-po	other	neutral	0	0.998	0.002
G-por	other	neutral	0	0.998	0.002
G-porque	other	negative	0.999	0.001	0
G-pouco	other	neutral	0.002	0.998	0
G-pow	other	neutral	0	0.998	0.002
G-pq	other	neutral	0.002	0.998	0
G-pra	other	neutral	0	0.998	0.002
G-praia	other	neutral	0.007	0.993	0
G-preciso	other	negative	0.999	0.001	0
G-pregui�â���Ã�a	other	negative	0.999	0.001	0
G-prova	other	neutral	0.002	0.998	0
G-punya	other	neutral	0.002	0.998	0
G-q	other	neutral	0	0.998	0.002
G-qe	other	neutral	0	0.998	0.002
G-quando	other	neutral	0.002	0.998	0
G-que	other	neutral	0.002	0.998	0
G-quem	other	neutral	0	0.998	0.002
G-quer	other	neutral	0.002	0.998	0
G-queria	other	negative	0.999	0.001	0
G-quero	other	negative	0.999	0.001	0
G-r	other	neutral	0	0.998	0.002
G-rb	other	positive	0	0.001	0.999
G-rin	other	neutral	0	0.998	0.002
G-rs	other	neutral	0	0.998	0.002
G-s	other	neutral	0	0.998	0.002
G-sa	other	neutral	0	0.998	0.002
G-sair	other	negative	0.999	0.001	0
G-sakit	other	negative	0.999	0.001	0
G-sama	other	neutral	0	0.998	0.002
G-sana	other	neutral	0.002	0.998	0
G-saudade	other	negative	0.999	0.001	0
G-saudades	other	negative	0.999	0.001	0
G-saya	other	neutral	0.002	0.998	0
G-sayang	other	neutral	0.002	0.998	0
G-se	other	neutral	0	0.998	0.002
G-seguindo	other	positive	0	0.001	0.999
G-sei	other	neutral	0.002	0.998	0
G-selamat	other	positive	0	0.001	0.999
G-sem	other	negative	0.999	0.001	0
G-semana	other	neutral	0.002	0.998	0
G-semangat	other	positive	0	0.001	0.999
G-semoga	other	neutral	0	0.998	0.002
G-sempre	other	neutral	0.002	0.998	0
G-semua	other	neutral	0	0.998	0.002
G-sentindo	other	negative	0.999	0.001	0
G-ser	other	neutral	0	0.998	0.002
G-seu	other	neutral	0	0.998	0.002
G-sh	other	neutral	0.002	0.998	0
G-si	other	neutral	0	0.998	0.002
G-siapa	other	neutral	0	0.998	0.002
G-sih	other	neutral	0.002	0.998	0
G-sim	other	positive	0	0.001	0.999
G-skrg	other	neutral	0	0.998	0.002
G-sm	other	neutral	0	0.998	0.002
G-smh	other	negative	0.999	0.001	0
G-som	other	neutral	0.002	0.998	0
G-sono	other	neutral	0.002	0.998	0
G-su	other	neutral	0	0.998	0.002
G-sua	other	neutral	0	0.998	0.002
G-suka	other	neutral	0	0.998	0.002
G-syg	other	neutral	0	0.998	0.002
G-s�â���â��¥	other	neutral	0.002	0.998	0
G-t	other	neutral	0	0.998	0.002
G-t-t	other	neutral	0	0.998	0.002
G-tak	other	neutral	0.002	0.998	0
G-talaga	other	neutral	0	0.994	0.006
G-tamb�â���Â�©m	other	neutral	0	0.998	0.002
G-tapi	other	neutral	0.002	0.998	0
G-tarde	other	positive	0	0.001	0.999
G-tau	other	neutral	0	0.998	0.002
G-tava	other	neutral	0	0.998	0.002
G-tb	other	neutral	0	0.998	0.002
G-tbm	other	neutral	0	0.998	0.002
G-te	other	neutral	0	0.998	0.002
G-tem	other	neutral	0.002	0.998	0
G-tempo	other	negative	0.999	0.001	0
G-tenho	other	negative	0.995	0.005	0
G-ter	other	negative	0.999	0.001	0
G-th	other	negative	0.999	0.001	0
G-thankyou	other	positive	0	0.001	0.999
G-ti	other	neutral	0	0.998	0.002
G-tidur	other	neutral	0	0.998	0.002
G-tp	other	negative	0.999	0.001	0
G-tu	other	neutral	0	0.998	0.002
G-tudo	other	neutral	0.002	0.998	0
G-tuh	other	neutral	0	0.998	0.002
G-t�â���Â�°	other	neutral	0.002	0.998	0
G-t�â���Â�£o	other	negative	0.614	0.386	0
G-udah	other	neutral	0	0.998	0.002
G-udh	other	neutral	0	0.998	0.002
G-um	other	neutral	0	0.998	0.002
G-uma	other	neutral	0.002	0.998	0
G-umas	other	neutral	0	0.998	0.002
G-un	other	neutral	0	0.998	0.002
G-una	other	neutral	0	0.998	0.002
G-uns	other	neutral	0	0.998	0.002
G-v	other	neutral	0	0.998	0.002
G-vai	other	neutral	0.002	0.998	0
G-vamos	other	neutral	0	0.998	0.002
G-vc	other	neutral	0	0.998	0.002
G-vcs	other	neutral	0	0.998	0.002
G-ve	other	neutral	0.002	0.998	0
G-vem	other	neutral	0.002	0.998	0
G-ver	other	neutral	0.002	0.998	0
G-vez	other	neutral	0	0.998	0.002
G-vi	other	negative	0.999	0.001	0
G-viu	other	neutral	0.002	0.998	0
G-viva	other	neutral	0	0.998	0.002
G-vo	other	positive	0	0.001	0.999
G-voc�â���â��¢	other	neutral	0.002	0.998	0
G-volto	other	neutral	0	0.998	0.002
G-vontade	other	negative	0.999	0.001	0
G-voor	other	neutral	0	0.998	0.002
G-vou	other	neutral	0	0.998	0.002
G-w	other	neutral	0	0.998	0.002
G-wala	other	neutral	0.003	0.997	0
G-wel	other	positive	0	0.001	0.999
G-ww	other	positive	0	0.002	0.998
G-x	other	positive	0	0.191	0.809
G-yang	other	neutral	0	0.998	0.002
G-yee	other	positive	0	0.001	0.999
G-yg	other	neutral	0	0.998	0.002
G-yung	other	neutral	0.001	0.998	0.001
G-z	other	neutral	0	0.998	0.002
G-za	other	neutral	0	0.998	0.002
G-ze	other	neutral	0	0.998	0.002
G-zz	other	neutral	0	0.998	0.002
G-zzz	other	neutral	0	0.998	0.002
G-|	other	neutral	0	0.998	0.002
G-||	other	neutral	0	0.998	0.002
G-~	other	positive	0	0.001	0.999
G-�Â�¬�Â�ª	other	neutral	0.002	0.998	0
G-�â���Â�©	other	neutral	0	0.998	0.002
G-�â���Â�±	other	neutral	0.002	0.998	0
G-�â���Ã��â��«	other	neutral	0.002	0.998	0
G-�â���Ã�²�Ã�	other	positive	0	0.001	0.999
G-�â���Ã�´�â��¢	other	neutral	0	0.998	0.002
G-�â���Ã�´�Â�´	other	positive	0	0.001	0.999
L-#imthetypeto	nominal.verb	neutral	0.002	0.998	0
L-das	nominal.verb	neutral	0	0.998	0.002
L-dats	nominal.verb	neutral	0	0.998	0.002
L-everyone's	nominal.verb	neutral	0.002	0.998	0
L-everyones	nominal.verb	negative	0.904	0.096	0
L-everything's	nominal.verb	neutral	0	0.998	0.002
L-everythings	nominal.verb	neutral	0	0.998	0.002
L-gimme	nominal.verb	neutral	0	0.998	0.002
L-he'd	nominal.verb	neutral	0	0.998	0.002
L-he'll	nominal.verb	neutral	0	0.998	0.002
L-he's	nominal.verb	neutral	0	0.998	0.002
L-here's	nominal.verb	positive	0	0.001	0.999
L-heres	nominal.verb	positive	0	0.001	0.999
L-hes	nominal.verb	neutral	0	0.998	0.002
L-he�â���Ã��Ã�´s	nominal.verb	negative	0.999	0.001	0
L-how's	nominal.verb	neutral	0	0.998	0.002
L-hows	nominal.verb	neutral	0	0.998	0.002
L-i'd	nominal.verb	neutral	0	0.998	0.002
L-i'l	nominal.verb	neutral	0.002	0.998	0
L-i'll	nominal.verb	positive	0	0.001	0.999
L-i'm	nominal.verb	neutral	0	0.998	0.002
L-i'ma	nominal.verb	positive	0	0.001	0.999
L-i'mma	nominal.verb	positive	0	0.155	0.845
L-i've	nominal.verb	neutral	0	0.998	0.002
L-i`ll	nominal.verb	positive	0	0.001	0.999
L-i`m	nominal.verb	neutral	0	0.998	0.002
L-iam	nominal.verb	neutral	0	0.998	0.002
L-id	nominal.verb	neutral	0	0.998	0.002
L-idc	nominal.verb	positive	0	0.001	0.999
L-idk	nominal.verb	negative	0.999	0.001	0
L-iim	nominal.verb	neutral	0	0.998	0.002
L-ik	nominal.verb	neutral	0	0.998	0.002
L-ilove	nominal.verb	positive	0	0.001	0.999
L-im	nominal.verb	neutral	0	0.998	0.002
L-ima	nominal.verb	neutral	0	0.998	0.002
L-imm	nominal.verb	neutral	0.002	0.998	0
L-imma	nominal.verb	neutral	0	0.998	0.002
L-it'd	nominal.verb	neutral	0	0.998	0.002
L-it'll	nominal.verb	neutral	0	0.998	0.002
L-it's	nominal.verb	neutral	0	0.998	0.002
L-it`s	nominal.verb	neutral	0	0.998	0.002
L-itd	nominal.verb	neutral	0	0.998	0.002
L-itll	nominal.verb	neutral	0	0.998	0.002
L-its	nominal.verb	neutral	0	0.998	0.002
L-itz	nominal.verb	neutral	0	0.998	0.002
L-it�Â�¬�Â�¥s	nominal.verb	neutral	0	0.998	0.002
L-it�â���Ã��Ã�´s	nominal.verb	neutral	0.002	0.998	0
L-iv	nominal.verb	negative	0.999	0.001	0
L-ive	nominal.verb	neutral	0.002	0.998	0
L-i�Â�¬�Â�¥ll	nominal.verb	neutral	0	0.998	0.002
L-i�Â�¬�Â�¥m	nominal.verb	neutral	0	0.998	0.002
L-i�â���Ã��Ã�´ll	nominal.verb	neutral	0	0.998	0.002
L-i�â���Ã��Ã�´m	nominal.verb	neutral	0.002	0.998	0
L-i�â���Ã��Ã�´ve	nominal.verb	negative	0.997	0.003	0
L-lemme	nominal.verb	positive	0	0.001	0.999
L-let's	nominal.verb	positive	0	0.001	0.999
L-lets	nominal.verb	positive	0	0.001	0.999
L-life's	nominal.verb	positive	0	0.001	0.999
L-lifes	nominal.verb	neutral	0	0.998	0.002
L-mine's	nominal.verb	neutral	0.002	0.998	0
L-she'll	nominal.verb	neutral	0	0.998	0.002
L-she's	nominal.verb	neutral	0	0.998	0.002
L-shes	nominal.verb	neutral	0	0.998	0.002
L-someone's	nominal.verb	neutral	0	0.998	0.002
L-thas	nominal.verb	neutral	0	0.998	0.002
L-that'd	nominal.verb	positive	0	0.001	0.999
L-that'll	nominal.verb	positive	0	0.001	0.999
L-that's	nominal.verb	neutral	0	0.699	0.301
L-thatd	nominal.verb	positive	0	0.001	0.999
L-thats	nominal.verb	positive	0	0.429	0.571
L-that�Â�¬�Â�¥s	nominal.verb	positive	0	0.001	0.999
L-that�â���Ã��Ã�´s	nominal.verb	neutral	0.002	0.998	0
L-there's	nominal.verb	neutral	0	0.998	0.002
L-theres	nominal.verb	neutral	0.002	0.998	0
L-they'd	nominal.verb	neutral	0.002	0.998	0
L-they'll	nominal.verb	neutral	0	0.998	0.002
L-they're	nominal.verb	neutral	0	0.998	0.002
L-they've	nominal.verb	neutral	0.002	0.998	0
L-theyre	nominal.verb	neutral	0	0.998	0.002
L-thts	nominal.verb	neutral	0	0.998	0.002
L-tis	nominal.verb	positive	0	0.001	0.999
L-twas	nominal.verb	neutral	0	0.998	0.002
L-u'd	nominal.verb	neutral	0	0.998	0.002
L-u'll	nominal.verb	neutral	0	0.998	0.002
L-u're	nominal.verb	positive	0	0.001	0.999
L-u've	nominal.verb	positive	0	0.001	0.999
L-ull	nominal.verb	neutral	0	0.998	0.002
L-ur	nominal.verb	positive	0	0.001	0.999
L-ure	nominal.verb	neutral	0	0.998	0.002
L-wats	nominal.verb	neutral	0	0.998	0.002
L-we'd	nominal.verb	neutral	0	0.998	0.002
L-we'll	nominal.verb	positive	0	0.001	0.999
L-we're	nominal.verb	positive	0	0.001	0.999
L-we've	nominal.verb	neutral	0	0.998	0.002
L-what's	nominal.verb	neutral	0	0.998	0.002
L-whatcha	nominal.verb	neutral	0	0.998	0.002
L-whats	nominal.verb	neutral	0	0.998	0.002
L-when's	nominal.verb	neutral	0	0.998	0.002
L-whens	nominal.verb	neutral	0	0.998	0.002
L-where's	nominal.verb	negative	0.999	0.001	0
L-wheres	nominal.verb	negative	0.999	0.001	0
L-who's	nominal.verb	positive	0	0.001	0.999
L-whos	nominal.verb	positive	0	0.001	0.999
L-whose	nominal.verb	neutral	0	0.998	0.002
L-yer	nominal.verb	positive	0	0.036	0.964
L-you'd	nominal.verb	positive	0	0.002	0.998
L-you'll	nominal.verb	positive	0	0.001	0.999
L-you're	nominal.verb	positive	0	0.001	0.999
L-you've	nominal.verb	positive	0	0.224	0.776
L-youd	nominal.verb	neutral	0	0.998	0.002
L-youll	nominal.verb	positive	0	0.001	0.999
L-your	nominal.verb	neutral	0	0.998	0.002
L-youre	nominal.verb	neutral	0	0.998	0.002
L-youve	nominal.verb	neutral	0	0.998	0.002
L-you�Â�¬�Â�¥re	nominal.verb	positive	0	0.001	0.999
L-you�â���Ã��Ã�´re	nominal.verb	neutral	0	0.998	0.002
L-yur	nominal.verb	neutral	0	0.998	0.002
N-#ff	common.nouns	positive	0	0.001	0.999
N-#followfriday	common.nouns	positive	0	0.001	0.999
N-#oneofmyfollowers	common.nouns	neutral	0	0.998	0.002
N-#shoutout	common.nouns	positive	0	0.001	0.999
N-$$	common.nouns	neutral	0.002	0.998	0
N-$$$	common.nouns	neutral	0	0.998	0.002
N-2day	common.nouns	neutral	0.002	0.998	0
N-2moro	common.nouns	neutral	0.002	0.998	0
N-2morrow	common.nouns	neutral	0	0.998	0.002
N-2mrw	common.nouns	neutral	0.002	0.998	0
N-2nite	common.nouns	neutral	0	0.998	0.002
N-3d	common.nouns	neutral	0	0.998	0.002
N-3g	common.nouns	neutral	0.002	0.998	0
N-3gs	common.nouns	neutral	0.002	0.998	0
N-@user's	common.nouns	neutral	0	0.998	0.002
N-a	common.nouns	neutral	0	0.998	0.002
N-a's	common.nouns	neutral	0	0.998	0.002
N-a.m	common.nouns	neutral	0	0.998	0.002
N-a.m.	common.nouns	neutral	0	0.998	0.002
N-ab	common.nouns	neutral	0	0.998	0.002
N-abs	common.nouns	neutral	0	0.998	0.002
N-ac	common.nouns	negative	0.999	0.001	0
N-acc	common.nouns	neutral	0.002	0.998	0
N-accents	common.nouns	neutral	0	0.998	0.002
N-account	common.nouns	neutral	0	0.998	0.002
N-accounts	common.nouns	neutral	0.002	0.998	0
N-acct	common.nouns	neutral	0.002	0.998	0
N-actions	common.nouns	neutral	0	0.998	0.002
N-activities	common.nouns	neutral	0.002	0.998	0
N-actors	common.nouns	neutral	0.002	0.998	0
N-actress	common.nouns	neutral	0	0.998	0.002
N-ad	common.nouns	neutral	0	0.998	0.002
N-addy	common.nouns	neutral	0	0.998	0.002
N-admin	common.nouns	neutral	0	0.998	0.002
N-ads	common.nouns	neutral	0.002	0.998	0
N-adults	common.nouns	neutral	0	0.998	0.002
N-advert	common.nouns	neutral	0	0.998	0.002
N-advertising	common.nouns	neutral	0.002	0.998	0
N-agenda	common.nouns	neutral	0	0.998	0.002
N-ages	common.nouns	neutral	0.002	0.998	0
N-aids	common.nouns	neutral	0.002	0.998	0
N-airport	common.nouns	neutral	0.002	0.998	0
N-al	common.nouns	neutral	0	0.998	0.002
N-albums	common.nouns	neutral	0	0.998	0.002
N-ale	common.nouns	neutral	0	0.998	0.002
N-alert	common.nouns	neutral	0.002	0.998	0
N-aliens	common.nouns	positive	0	0.001	0.999
N-alot	common.nouns	neutral	0	0.998	0.002
N-alr	common.nouns	neutral	0.002	0.998	0
N-am	common.nouns	neutral	0	0.998	0.002
N-amas	common.nouns	neutral	0	0.998	0.002
N-american	common.nouns	neutral	0	0.998	0.002
N-americans	common.nouns	neutral	0.002	0.998	0
N-amigo	common.nouns	neutral	0	0.998	0.002
N-amigos	common.nouns	neutral	0	0.998	0.002
N-amounts	common.nouns	neutral	0.002	0.998	0
N-angeles	common.nouns	neutral	0.002	0.998	0
N-angels	common.nouns	neutral	0	0.998	0.002
N-animals	common.nouns	neutral	0.002	0.998	0
N-anime	common.nouns	neutral	0	0.998	0.002
N-anniversary	common.nouns	neutral	0	0.998	0.002
N-announcement	common.nouns	neutral	0	0.998	0.002
N-answers	common.nouns	neutral	0	0.998	0.002
N-anybody	common.nouns	neutral	0	0.998	0.002
N-anyone	common.nouns	neutral	0	0.998	0.002
N-anything	common.nouns	neutral	0	0.998	0.002
N-apart	common.nouns	neutral	0.002	0.998	0
N-api	common.nouns	neutral	0	0.998	0.002
N-apologies	common.nouns	neutral	0.002	0.998	0
N-app	common.nouns	neutral	0	0.998	0.002
N-apples	common.nouns	neutral	0	0.998	0.002
N-applications	common.nouns	neutral	0	0.998	0.002
N-apps	common.nouns	neutral	0	0.998	0.002
N-appt	common.nouns	neutral	0.002	0.998	0
N-arrival	common.nouns	neutral	0	0.998	0.002
N-arse	common.nouns	neutral	0.002	0.998	0
N-arts	common.nouns	neutral	0	0.998	0.002
N-artwork	common.nouns	neutral	0	0.998	0.002
N-asap	common.nouns	neutral	0	0.998	0.002
N-aside	common.nouns	neutral	0	0.998	0.002
N-asses	common.nouns	neutral	0	0.998	0.002
N-assignments	common.nouns	neutral	0.002	0.998	0
